Vuosi,Kk,Pv,Klo,Aikavyöhyke,Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Näkyvyys (m),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2017,1,4,04:00,UTC,0,18,-10.4,2960,11.8,8.6
2017,1,4,05:00,UTC,0,17,-11.3,2280,13.1,10
2017,1,4,06:00,UTC,0,19,-12.3,11660,10.7,8.2
2017,1,4,07:00,UTC,0,17,-11.5,3490,13.3,9.5
2017,1,4,08:00,UTC,0,18,-11.3,3790,11.9,8.3
2017,1,4,09:00,UTC,0,18,-12,3110,11.9,8.6
2017,1,4,10:00,UTC,0,18,-13.6,4990,14,8.2
2017,1,4,11:00,UTC,0,18,-14.9,22750,11.4,7.5
2017,1,4,12:00,UTC,0,18,-15.1,40960,9.7,6.8
2017,1,4,13:00,UTC,0,18,-15.8,16090,11.2,7.5
2017,1,4,14:00,UTC,0,17,-17.1,26490,11.4,7.7
2017,1,4,15:00,UTC,0,17,-18,26780,11.8,8.1
2017,1,4,16:00,UTC,0,17,-18.6,50000,10.1,7
2017,1,4,17:00,UTC,0,17,-18.9,27000,10.6,7.6
2017,1,4,18:00,UTC,0,17,-18.8,48030,10.7,7.3
2017,1,4,19:00,UTC,0,17,-18.6,50000,11.8,7.3
2017,1,4,20:00,UTC,0,16,-18.7,35140,11.8,7.8
2017,1,4,21:00,UTC,0,16,-19,50000,8.8,6.7
2017,1,4,22:00,UTC,0,16,-18.9,50000,9.9,7.2
2017,1,4,23:00,UTC,0,16,-18.6,50000,10.3,6.8
2017,1,5,00:00,UTC,0,16,-18.8,50000,8.4,6.3
2017,1,5,01:00,UTC,0,16,-19.1,50000,9.3,6.9
2017,1,5,02:00,UTC,0,15,-18.4,50000,10.7,7.9
2017,1,5,03:00,UTC,0,15,-18.5,50000,10.7,8.2
2017,1,5,04:00,UTC,0,15,-18.4,50000,10.5,7.5
2017,1,5,05:00,UTC,0,15,-18.6,47820,10.1,7.7
2017,1,5,06:00,UTC,0,15,-19.1,50000,8.2,6.3
2017,1,5,07:00,UTC,0,15,-19.1,50000,7.5,5
2017,1,5,08:00,UTC,0,15,-18.9,49370,8.4,6.1
2017,1,5,09:00,UTC,0,14,-18.1,50000,8.4,6.3
2017,1,5,10:00,UTC,0,14,-17.5,49040,8.2,6.3
2017,1,5,11:00,UTC,0,14,-16.7,28660,9.2,7
2017,1,5,12:00,UTC,0,14,-16.8,37660,9.8,6.8
2017,1,5,13:00,UTC,0,14,-17,49500,7.2,5.5
2017,1,5,14:00,UTC,0,14,-17.5,50000,6.3,4.5
2017,1,5,15:00,UTC,0,14,-17.9,50000,6.2,5.2
2017,1,5,16:00,UTC,0,14,-18.2,50000,5.8,4.6
2017,1,5,17:00,UTC,0,14,-18.6,50000,6.5,5
2017,1,5,18:00,UTC,0,14,-18.7,50000,4.8,3.7
2017,1,5,19:00,UTC,0,14,-19.5,50000,4.3,3.7
2017,1,5,20:00,UTC,0,14,-19.9,50000,5.3,4.2
2017,1,5,21:00,UTC,0,13,-20.6,50000,4.2,3.2
2017,1,5,22:00,UTC,0,13,-21.6,50000,2,1.3
2017,1,5,23:00,UTC,0,13,-22.2,50000,3.8,2.8
2017,1,6,00:00,UTC,0,13,-21.4,50000,3.4,2.9
2017,1,6,01:00,UTC,0,13,-21.4,50000,4.9,4.2
2017,1,6,02:00,UTC,0,13,-21.5,50000,2.6,1.8
2017,1,6,03:00,UTC,0,13,-21.7,48680,2.9,2
2017,1,6,04:00,UTC,0,13,-21.9,50000,2.8,2
2017,1,6,05:00,UTC,0,13,-22.1,50000,3.9,2.7
2017,1,6,06:00,UTC,0,13,-21.6,50000,3.1,2.6
2017,1,6,07:00,UTC,0,13,-22.1,50000,1.9,1.4
2017,1,6,08:00,UTC,0,13,-23.5,50000,2.2,1.8
2017,1,6,09:00,UTC,0,13,-20.9,50000,2.1,1.6
2017,1,6,10:00,UTC,0,13,-22.1,47560,2,1
2017,1,6,11:00,UTC,0,13,-20.8,50000,1.7,1.3
2017,1,6,12:00,UTC,0,13,-18.3,46270,1.1,0.6
2017,1,6,13:00,UTC,0,13,-18.5,48050,1.3,0.9
2017,1,6,14:00,UTC,0,13,-20.1,49380,1.4,1.1
2017,1,6,15:00,UTC,0,13,-21.8,21410,2.2,1.9
2017,1,6,16:00,UTC,0,13,-22,28760,3.1,2.5
2017,1,6,17:00,UTC,0,13,-19.7,3410,1.7,1.1
2017,1,6,18:00,UTC,0,13,-20.3,11140,3.4,2.8
2017,1,6,19:00,UTC,0,13,-18,1480,3.9,2.8
2017,1,6,20:00,UTC,0,13,-12.9,13450,5,4.1
2017,1,6,21:00,UTC,0,13,-9.4,47620,8.7,5.9
2017,1,6,22:00,UTC,0,13,-8.4,35500,9.7,7.7
2017,1,6,23:00,UTC,0,13,-8.5,27530,11.5,8.2
2017,1,7,00:00,UTC,0,13,-7.3,16290,9.5,6.8
2017,1,7,01:00,UTC,0,13,-6.9,30230,9.9,7.6
2017,1,7,02:00,UTC,0,13,-5.9,5440,11.5,8.7
2017,1,7,03:00,UTC,0,12,-5.6,4830,13.5,10.6
2017,1,7,04:00,UTC,0,12,-5.7,4140,14,10
2017,1,7,05:00,UTC,0,12,-5.8,2640,15.1,11.7
2017,1,7,06:00,UTC,1.4,13,-5.8,360,14.5,10.4
2017,1,7,07:00,UTC,1,15,-5.7,530,15.7,11.7
2017,1,7,08:00,UTC,0.3,15,-5.4,1300,15.8,11.2
2017,1,7,09:00,UTC,0.4,15,-5,2120,13.7,9.8
2017,1,7,10:00,UTC,0.7,15,-4.5,2400,13.3,9.9
2017,1,7,11:00,UTC,0.5,16,-3.8,2790,12.2,9.8
2017,1,7,12:00,UTC,0,16,-3,4130,11.3,8.1
2017,1,7,13:00,UTC,0,16,-2.2,11760,9.1,6.8
2017,1,7,14:00,UTC,0.1,16,-2.7,5210,5.4,4.2
2017,1,7,15:00,UTC,0,16,-1.7,29410,6.7,5.1
2017,1,7,16:00,UTC,0,15,-1.6,35060,4.7,3.2
2017,1,7,17:00,UTC,0,15,-1.5,23710,4.6,3.4
2017,1,7,18:00,UTC,0,15,-1.6,50000,4.1,2.8
2017,1,7,19:00,UTC,0,15,-1.8,50000,4.8,3.7
2017,1,7,20:00,UTC,0,15,-1.8,50000,4.4,3.7
2017,1,7,21:00,UTC,0,15,-2,42640,4.7,3.5
2017,1,7,22:00,UTC,0,15,-2.1,39180,5.9,4.7
2017,1,7,23:00,UTC,0,15,-2.3,4330,4.8,3.3
2017,1,8,00:00,UTC,0,16,-2.3,4730,6.6,4.9
2017,1,8,01:00,UTC,0,15,-2.4,12970,6.2,4.2
2017,1,8,02:00,UTC,0,14,-2.4,1940,4.2,3.4
2017,1,8,03:00,UTC,0,15,-2.3,2640,3.9,3
2017,1,8,04:00,UTC,0,15,-2,4340,5.1,3.7
2017,1,8,05:00,UTC,0,15,-1.8,2140,4.5,3.1
2017,1,8,06:00,UTC,0,15,-1.6,2220,4.5,3.1
2017,1,8,07:00,UTC,0,15,-1.5,6950,5.5,4
2017,1,8,08:00,UTC,0,15,-1.4,8530,4.1,2.9
2017,1,8,09:00,UTC,0,15,-0.9,21860,6.2,4.1
2017,1,8,10:00,UTC,0,14,-0.7,21840,5.7,3.9
2017,1,8,11:00,UTC,0,14,-1.2,45060,6.1,4.5
2017,1,8,12:00,UTC,0,14,-1.5,50000,6.4,4.7
2017,1,8,13:00,UTC,0,14,-0.8,45440,5.2,3.5
2017,1,8,14:00,UTC,0,14,-0.7,48020,5.5,3.9
2017,1,8,15:00,UTC,0,14,-0.8,41030,6.3,4.9
2017,1,8,16:00,UTC,0,14,-0.5,50000,7,5.3
2017,1,8,17:00,UTC,0,14,-0.1,50000,7.6,5.3
2017,1,8,18:00,UTC,0,14,0.6,50000,9.8,7.5
2017,1,8,19:00,UTC,0,14,0.7,50000,11.3,8.2
2017,1,8,20:00,UTC,0,15,0.9,50000,10,7.3
2017,1,8,21:00,UTC,0,15,1,23160,9.3,6.6
2017,1,8,22:00,UTC,0,14,0.6,21240,7.8,5.6
2017,1,8,23:00,UTC,0,14,0.6,49280,7.9,5.7
2017,1,9,00:00,UTC,0,15,0.4,43740,8.7,6.3
2017,1,9,01:00,UTC,0,14,0,50000,9.5,6.7
2017,1,9,02:00,UTC,0,14,-0.5,50000,8.4,6.4
2017,1,9,03:00,UTC,0,14,-0.8,50000,8,4.9
2017,1,9,04:00,UTC,0,14,-1.2,50000,6.9,5
2017,1,9,05:00,UTC,0,14,-1.3,47890,5,3.9
2017,1,9,06:00,UTC,0,14,-1.3,48330,6.3,4.8
2017,1,9,07:00,UTC,0,14,-1.4,44470,6.5,4
2017,1,9,08:00,UTC,0,14,-1.3,19860,5.9,4.7
2017,1,9,09:00,UTC,0,14,-0.8,25600,7.5,5.4
2017,1,9,10:00,UTC,0,14,-0.4,36580,6.9,5.1
2017,1,9,11:00,UTC,0,14,-0.3,40720,6.3,4.7
2017,1,9,12:00,UTC,0,14,0.1,31790,4.6,3.6
2017,1,9,13:00,UTC,0,14,0.2,43350,7,5
2017,1,9,14:00,UTC,0,14,0.3,27750,8.2,5.4
2017,1,9,15:00,UTC,0,14,0.6,12670,6.4,4.7
2017,1,9,16:00,UTC,0,14,0.7,7990,6.6,5.1
2017,1,9,17:00,UTC,0,14,1,4720,9.9,5.8
2017,1,9,18:00,UTC,0,14,1.3,7680,8.4,6.3
2017,1,9,19:00,UTC,0,14,1.4,6590,10.1,6.6
2017,1,9,20:00,UTC,0,13,1.5,7340,9.5,7.3
2017,1,9,21:00,UTC,0,13,1.4,8410,10.8,7.8
2017,1,9,22:00,UTC,0,13,1.3,18540,13.8,9.4
2017,1,9,23:00,UTC,0,13,1.3,11750,9.4,7
2017,1,10,00:00,UTC,0,13,1.5,50000,8.6,6.2
2017,1,10,01:00,UTC,0,13,1.6,11050,9.6,6.9
2017,1,10,02:00,UTC,0,12,1.6,2590,7.7,5.7
2017,1,10,03:00,UTC,0,12,1.6,2670,6.5,5
2017,1,10,04:00,UTC,0,12,1.8,3380,6.1,4.6
2017,1,10,05:00,UTC,0,12,2,2570,7.6,5.1
2017,1,10,06:00,UTC,0,12,2.4,24630,8,5.5
2017,1,10,07:00,UTC,0,12,2.4,38880,8.2,6
2017,1,10,08:00,UTC,0,12,2.4,50000,9.9,6.6
2017,1,10,09:00,UTC,0,11,2.2,50000,12.1,8.9
2017,1,10,10:00,UTC,0.4,11,1.9,10840,8.7,6.2
2017,1,10,11:00,UTC,0,11,2,7980,10.2,6.4
2017,1,10,12:00,UTC,0,11,2.2,50000,11.6,8.1
2017,1,10,13:00,UTC,0,10,1.8,50000,12.8,8.8
2017,1,10,14:00,UTC,0,10,1.3,1820,10,7.3
2017,1,10,15:00,UTC,0,10,1.3,9740,12,8
2017,1,10,16:00,UTC,0,10,1.2,15700,13.4,9.2
2017,1,10,17:00,UTC,0,10,1.2,15260,12.1,8.4
2017,1,10,18:00,UTC,0,10,0.8,10650,10.8,7.7
2017,1,10,19:00,UTC,0,10,0.6,9200,11.8,8.4
2017,1,10,20:00,UTC,0,10,0.5,8690,11.6,7.6
2017,1,10,21:00,UTC,0,10,0.5,9970,11.8,8.9
2017,1,10,22:00,UTC,0,10,0.5,9670,13,9.6
2017,1,10,23:00,UTC,0,10,0.3,9190,12.8,9.3
2017,1,11,00:00,UTC,0,10,0.1,14720,13.4,9.4
2017,1,11,01:00,UTC,0,10,0,25110,12.1,8.2
2017,1,11,02:00,UTC,0,10,0.1,20300,11.4,7.8
2017,1,11,03:00,UTC,0,10,-0.4,10470,13.5,10.2
2017,1,11,04:00,UTC,0,10,-1,7110,11.8,9.1
2017,1,11,05:00,UTC,0,10,-1.1,6250,12.8,9.1
2017,1,11,06:00,UTC,0,10,-0.8,7020,10.9,8.1
2017,1,11,07:00,UTC,0,10,-0.7,6930,13,9.3
2017,1,11,08:00,UTC,0,10,-0.7,6120,13.1,9.5
2017,1,11,09:00,UTC,0,10,-1,7160,17.9,12.9
2017,1,11,10:00,UTC,0,10,-1.6,5520,16.6,11.3
2017,1,11,11:00,UTC,0,10,-1.7,5990,14.7,10.7
2017,1,11,12:00,UTC,0,10,-2.3,7050,14,10.7
2017,1,11,13:00,UTC,0,10,-2.4,12520,17.1,11.5
2017,1,11,14:00,UTC,0,10,-2.4,14490,12.9,9.1
2017,1,11,15:00,UTC,0,10,-2.6,14650,11,7.8
2017,1,11,16:00,UTC,0,10,-2.9,17210,10.1,7.7
2017,1,11,17:00,UTC,0,10,-3.3,14560,13.2,8.7
2017,1,11,18:00,UTC,0,10,-4,17250,13.7,9.6
2017,1,11,19:00,UTC,0,10,-4.2,21080,13,9.3
2017,1,11,20:00,UTC,0,10,-3.8,35400,12.4,8.9
2017,1,11,21:00,UTC,0,10,-3.4,39310,14.1,9.4
2017,1,11,22:00,UTC,0,10,-3.4,50000,13.8,9.3
2017,1,11,23:00,UTC,0,10,-3,50000,14.9,10.8
2017,1,12,00:00,UTC,0,10,-2.8,50000,15.9,10.1
2017,1,12,01:00,UTC,0,10,-2.7,50000,13.5,9.3
2017,1,12,02:00,UTC,0,10,-3,47090,16.3,10.7
2017,1,12,03:00,UTC,0,10,-3.4,35470,17.6,13.1
2017,1,12,04:00,UTC,0,10,-3.2,45260,21.2,13
2017,1,12,05:00,UTC,0,10,-3.2,47520,17.5,12.2
2017,1,12,06:00,UTC,0,10,-3.5,48210,13.4,10.5
2017,1,12,07:00,UTC,0,10,-4,12050,14.2,10.4
2017,1,12,08:00,UTC,0,10,-4.2,9770,14.1,10.4
2017,1,12,09:00,UTC,0,10,-4.2,9000,15,9.7
2017,1,12,10:00,UTC,1.3,10,-4.2,3000,10.8,8.5
2017,1,12,11:00,UTC,0,11,-3.5,5860,13.5,9.3
2017,1,12,12:00,UTC,0,11,-3.1,14890,12.4,8.5
2017,1,12,13:00,UTC,0.5,11,-3.3,4640,11.4,8.3
2017,1,12,14:00,UTC,0,11,-2.8,12730,12.1,8.7
2017,1,12,15:00,UTC,0.9,11,-3.6,590,10.8,7.6
2017,1,12,16:00,UTC,0,12,-3,9780,9.6,7.1
2017,1,12,17:00,UTC,1.1,11,-3.4,370,7.9,6.3
2017,1,12,18:00,UTC,1.1,15,-2.9,3470,8,6
2017,1,12,19:00,UTC,0,15,-2.7,7860,9,6.6
2017,1,12,20:00,UTC,0,15,-2.5,9590,7.3,5.5
2017,1,12,21:00,UTC,0,15,-2.3,8580,8,5.9
2017,1,12,22:00,UTC,0,15,-2.1,8040,7.9,5.8
2017,1,12,23:00,UTC,0.7,15,-2.2,2830,7.2,6.1
2017,1,13,00:00,UTC,2.9,19,-2.1,490,7.6,5.8
2017,1,13,01:00,UTC,0.1,18,-1.3,7800,8.1,6
2017,1,13,02:00,UTC,0.5,18,-1,5490,7.9,5.8
2017,1,13,03:00,UTC,0.5,18,-0.3,2580,7.6,5.7
2017,1,13,04:00,UTC,1.1,20,0.1,2740,8.1,6.1
2017,1,13,05:00,UTC,0.9,20,0.5,13490,6.2,5.1
2017,1,13,06:00,UTC,0,20,1.1,8180,5.4,4.2
2017,1,13,07:00,UTC,0,20,1.3,11940,6.6,5
2017,1,13,08:00,UTC,0,19,0.7,16010,4.8,4.1
2017,1,13,09:00,UTC,0.6,20,1.5,5850,9.1,6.1
2017,1,13,10:00,UTC,0,20,1.6,13990,9.9,6.7
2017,1,13,11:00,UTC,0,19,1.4,22860,11.1,7.6
2017,1,13,12:00,UTC,0.5,19,1.1,8940,7.5,5.5
2017,1,13,13:00,UTC,0,19,1.4,49390,11.1,8
2017,1,13,14:00,UTC,0,19,1.2,17580,11.2,8.4
2017,1,13,15:00,UTC,0,19,1.1,33890,11.1,8.4
2017,1,13,16:00,UTC,0,18,1.1,24580,11.9,7.3
2017,1,13,17:00,UTC,0,18,1.1,31190,10.2,7.1
2017,1,13,18:00,UTC,0,18,1.1,34880,9.5,7.1
2017,1,13,19:00,UTC,0,18,0.9,15890,7.8,6.3
2017,1,13,20:00,UTC,0,18,1,36000,7.8,6
2017,1,13,21:00,UTC,0,18,1.1,24390,8.4,6.5
2017,1,13,22:00,UTC,0,18,1,19870,7.1,5.2
2017,1,13,23:00,UTC,0,18,0.8,25710,9.5,6.3
2017,1,14,00:00,UTC,0,18,0.8,20620,8.3,5.7
2017,1,14,01:00,UTC,0,18,0.5,14980,5.6,4.1
2017,1,14,02:00,UTC,0,18,0.5,13710,3.6,2.5
2017,1,14,03:00,UTC,0,18,0.5,13240,3.9,2.7
2017,1,14,04:00,UTC,0,18,0.6,15040,4.7,3.6
2017,1,14,05:00,UTC,0,18,0.4,11270,3.5,2.9
2017,1,14,06:00,UTC,0,18,0.4,11490,4.1,2.8
2017,1,14,07:00,UTC,0,18,0.2,8810,2.9,2.4
2017,1,14,08:00,UTC,0,18,0.3,10510,2.8,2.1
2017,1,14,09:00,UTC,0,18,0.3,8730,3.9,2.8
2017,1,14,10:00,UTC,0,18,0.8,10190,5.1,3.7
2017,1,14,11:00,UTC,0,18,0.9,12600,4.2,3
2017,1,14,12:00,UTC,0,18,0.9,15760,5.2,3.5
2017,1,14,13:00,UTC,0,18,0.7,4570,4.4,3.2
2017,1,14,14:00,UTC,0,18,0.2,12730,3.9,2.9
2017,1,14,15:00,UTC,0,17,0.4,12540,2.4,1.6
2017,1,14,16:00,UTC,0,17,0.3,9730,2.3,1
2017,1,14,17:00,UTC,0,17,-0.2,6860,1.5,1.1
2017,1,14,18:00,UTC,0,17,-0.3,6140,1.9,1.1
2017,1,14,19:00,UTC,0,17,-0.1,16660,2.9,2.3
2017,1,14,20:00,UTC,0,17,-0.3,42560,3.9,3.1
2017,1,14,21:00,UTC,0,17,-0.6,45490,4,3.2
2017,1,14,22:00,UTC,0,17,-0.8,45940,2.4,1.6
2017,1,14,23:00,UTC,0,17,-1.2,24310,3.3,2.5
2017,1,15,00:00,UTC,0,17,-1.4,25790,3.8,3
2017,1,15,01:00,UTC,0,17,-1.8,20120,2.6,2
2017,1,15,02:00,UTC,0,17,-2,22190,3.3,2.7
2017,1,15,03:00,UTC,0,17,-2.3,50000,2.9,2.2
2017,1,15,04:00,UTC,0,17,-2.4,27080,3.3,2.4
2017,1,15,05:00,UTC,0,17,-2.5,25640,3.7,2.8
2017,1,15,06:00,UTC,0,17,-2.6,30300,3.5,2.7
2017,1,15,07:00,UTC,0,17,-2.7,14220,3.5,2.9
2017,1,15,08:00,UTC,0,17,-2.7,11690,4.7,3.4
2017,1,15,09:00,UTC,0,17,-2.5,22460,4.6,3.5
2017,1,15,10:00,UTC,0,17,-2.3,15910,7,5
2017,1,15,11:00,UTC,0,17,-2.5,24290,6.2,4.3
2017,1,15,12:00,UTC,0,17,-2.7,11360,6.3,4.3
2017,1,15,13:00,UTC,0,17,-2.9,50000,5.1,3.8
2017,1,15,14:00,UTC,0,17,-3.3,50000,5.9,4.4
2017,1,15,15:00,UTC,0,17,-3.9,50000,5.7,4.3
2017,1,15,16:00,UTC,0,17,-4.6,50000,6.2,3.9
2017,1,15,17:00,UTC,0,17,-5.2,50000,6.6,4.7
2017,1,15,18:00,UTC,0,17,-5.7,50000,5.4,3.9
2017,1,15,19:00,UTC,0,17,-6.1,50000,5.2,3.6
2017,1,15,20:00,UTC,0,17,-6.4,50000,4.8,3.7
2017,1,15,21:00,UTC,0,17,-6.9,50000,5.8,4.3
2017,1,15,22:00,UTC,0,17,-7.4,50000,3.8,2.9
2017,1,15,23:00,UTC,0,17,-7.6,50000,4.7,2.8
2017,1,16,00:00,UTC,0,17,-7.2,37940,4.6,3.5
2017,1,16,01:00,UTC,0,17,-6.8,30570,5.8,3.3
2017,1,16,02:00,UTC,0,17,-6.4,38660,1.7,0.9
2017,1,16,03:00,UTC,0,17,-6.6,50000,1.4,1
2017,1,16,04:00,UTC,0,17,-6.2,44640,1,0.7
2017,1,16,05:00,UTC,0,17,-5.7,23450,2,1.5
2017,1,16,06:00,UTC,0,17,-5.1,38790,2.1,1.3
2017,1,16,07:00,UTC,0,17,-5,25700,1.6,1
2017,1,16,08:00,UTC,0,17,-4.7,13800,1.7,0.8
2017,1,16,09:00,UTC,0,17,-4.5,24660,1.9,1.2
2017,1,16,10:00,UTC,0,17,-4,25990,1.7,1.1
2017,1,16,11:00,UTC,0,17,-3.8,29460,2.2,1.7
2017,1,16,12:00,UTC,0,17,-3.7,21910,2.2,1.6
2017,1,16,13:00,UTC,0,17,-3.8,23010,1.9,1.4
2017,1,16,14:00,UTC,0,17,-3.9,38410,1.6,1.3
2017,1,16,15:00,UTC,0,17,-4.2,35030,2.9,2.1
2017,1,16,16:00,UTC,0,17,-4.1,16490,2,1.4
2017,1,16,17:00,UTC,0,17,-4.1,18810,1.4,0.9
2017,1,16,18:00,UTC,0,17,-4,13230,2,1.5
2017,1,16,19:00,UTC,0,17,-4.3,16490,3.3,1.9
2017,1,16,20:00,UTC,0,17,-4.5,21950,3,2.1
2017,1,16,21:00,UTC,0,17,-4.8,29290,3,2.3
2017,1,16,22:00,UTC,0,17,-5.3,50000,4.2,2.7
2017,1,16,23:00,UTC,0,17,-5.5,50000,3.8,3
2017,1,17,00:00,UTC,0,17,-5.7,28100,4,3.3
2017,1,17,01:00,UTC,0,17,-5.8,32110,3.5,2.3
2017,1,17,02:00,UTC,0,17,-6.1,23430,2.2,1.6
2017,1,17,03:00,UTC,0,17,-6.3,12320,3.4,2.4
2017,1,17,04:00,UTC,0,17,-6.4,12900,2.9,2.4
2017,1,17,05:00,UTC,0,17,-6.4,16740,3.4,1.6
2017,1,17,06:00,UTC,0,17,-6.8,11350,6.1,4.1
2017,1,17,07:00,UTC,0,17,-6.7,10410,5.1,3.8
2017,1,17,08:00,UTC,0,17,-6.4,7640,1,0.6
2017,1,17,09:00,UTC,0,17,-6.1,5280,2.2,1.4
2017,1,17,10:00,UTC,0,17,-5.5,7860,2.9,2.3
2017,1,17,11:00,UTC,0,17,-5,11350,3.8,2.9
2017,1,17,12:00,UTC,0,17,-4.8,13890,3.7,3.2
2017,1,17,13:00,UTC,0,17,-4.4,17330,4.8,2.9
2017,1,17,14:00,UTC,0,17,-3.9,31920,3.8,2.8
2017,1,17,15:00,UTC,0,16,-3.6,43940,3.1,2.5
2017,1,17,16:00,UTC,0,17,-2.3,8830,5.4,4.4
